x y
1299.7772825307613 812.699977294682
592.4110477711562 499.8041800159265
1014.5110884765621 1512.437685903239
1096.9334318352583 1408.4203227070939
402.22481613634034 1207.581268170072
203.0537546782626 890.9027776420585
1091.7441822806186 1400.8067137733706
770.7491917559109 393.1592487855154
1492.1674242045037 109.18428004440409
800.2753775356765 390.1863414506258
498.7857832644097 1294.6259314011825
404.00384210080205 1197.7247512273052
1298.6683117363073 783.099277805152
598.98554118302 499.51559483546555
1297.702704024517 790.2719093697575
901.4659505214854 278.1883968680982
790.1105560251616 404.37759931304737
790.735019104877 380.4033544920567
194.81152416846032 914.6362131973548
1497.6369641757008 116.15904767905424
689.0401690993334 224.36934640592557
705.9230489039916 192.43334093433918
194.33683347611267 891.2669373523029
998.5173709208207 1504.7136960719918
711.7896578485556 199.11453249505382
1494.915090022992 102.62483764221426
788.9737620106597 391.18871835573367
180.603429752088 902.1937848462001
700.9253577752073 195.4938401818869
604.0240868409653 500.82954636847745
505.165166266969 1306.1976524263903
499.3694197702301 1310.7315327624071
912.0124755505334 295.25626937525954
1503.8242306670952 113.00487043283941
192.51205367499801 897.5745118070288
886.2531546238124 307.08754144306295
1105.3300920104314 1406.6338463005488
502.3498062732855 1309.6531850558436
1103.4244335595342 1403.2198622032167
699.1460752983761 212.22750078916613
397.664897602716 1190.9925492301516
1503.745534721235 97.53263224126637
494.60144909709106 1302.5730732758714
488.6708707317457 1320.536152836745
991.1182047226594 1504.5921901679878
900.6824539482753 303.74172885669077
1495.2593688410514 105.61266510788637
1095.7228093464769 1402.746340049657
699.4295153989399 197.980135631506
494.889916550026 1322.0435799684685
913.6814437820598 295.60990575438194
405.3243025526316 1208.1331668214698
591.0889116237381 496.7573879179189
1001.8115204659297 1511.5011470073914
599.9383913533987 488.0941816234517
794.8181570818225 412.39429302508955
427.39366381353307 1183.8125329101815
1011.9840906077013 1497.5195721644418
198.16790283462342 902.7486474574714
1514.162585373942 94.82301772686299
694.5284661443627 191.91922076750055
902.7320118368625 311.5169379822475
1289.3405963252965 802.9596619194277
199.7500115020579 893.0519351640992
391.36408199509276 1206.2682044328374
598.8768986598909 509.50467075196326
796.0226243182601 413.7530549132381
1513.0450770857994 105.41313674753458
995.6899443379319 1515.2910555313197
198.77459370522996 903.5029985650812
1295.5723880275625 806.590750040832
498.1854636043575 1295.598217186073
1097.6155252669726 1393.8500835260324
1313.151188243691 774.8804883241124
720.0530686160279 219.72915250572723
1086.409564333632 1410.2998262920237
1090.263378847548 1415.8828086839455
1500.0292949268473 102.54573151815056
507.13652561545257 1306.4416255184285
1098.953998046563 1412.8938729166107
998.948220630024 1496.938627582377
808.9893944035575 398.21675774076255
605.3598631847856 495.6621056128302
623.1238330406338 504.3766454653596
200.87178646640916 925.0359020477176
587.6296666677364 483.5466295633117
1504.9496073653702 115.35574042559398
994.7893012074719 1501.5549330025965
1302.4437906147987 819.519108904216
818.5918911076678 411.8011575523801
891.2890021978627 293.94375550755205
1317.397126443776 811.7166959600947
893.416390610437 290.2284375893982
701.1837862373621 194.98581911856
711.1088797822458 203.20657332402385
909.034532851231 315.7646006573632
596.7842613685921 512.3952925352736
408.7627491181608 1182.2932273600384
409.0472432696816 1185.8498037883949
1291.3608094502829 796.6682238337947
390.65542433303006 1196.3694945002082
1000.7894913758292 1512.4959487587403
198.2147433771168 902.835856737502
1003.2614662996449 1484.150010980353
797.3643339345176 400.1716174244601
393.6656877627224 1188.072273867822
1315.0776489271632 807.3823248213375
495.2463212040535 1292.3087896252282
1088.740947018959 1404.359692741478
895.4983368846433 303.72254697189976
